like_count,quote_count,reply_count,retweet_count,text,topic,sentiment
1,0,0,1,"How many died from Covid who might not have done so or are suffering from Long Covid who might not be, because Johnson wasted time dallying with Dyson?

#Marr 
https://t.co/wWAx1NDl2B",covid,negative
28,0,0,1,"COVID-19 vaccination in light of the new threat of the Omicron variant | Talk of The Nation 
#NTVNews

https://t.co/l19Cmneouv",vaccination,neutral
0,0,0,1,"Oral and Nasal Vaccines for Covid are on horizon: WHO
 #AstraZeneca #Johnson&amp;ampJohnson #Moderna #NasalVaccine #Oralvaccine #Pfizer/BioNTech #Sinopharm #SinovacBharatBiotech #WHO

https://t.co/T06YKQ3lmQ",vaccination,neutral
0,0,1,0,"Saying that 6,000 vaccination centers are working to administer vaccines at present, Minister Khatiwada added that such centers would be increased to 19,000 from December 16. #CovidVaccine  #Health #COVID19 
https://t.co/oKNFSq0hsw",vaccination,neutral
0,0,0,0,Long Lines Form Outside San Mateo Event Center COVID-19 Vaccination Site https://t.co/K9oplepmeS,vaccination,neutral
0,0,0,0,"Germans, Australians dragged to government ‘quarantine centers’ for COVID-19 - LifeSite https://t.co/XqeQSmo1f0",covid,negative
0,0,0,0,"WHO says no deaths reported from Omicron yet as Covid variant spreads
US and Australia become latest countries to confirm locally transmitted cases!!!!!",covid,neutral
1,0,0,0,My neighbours is the reason why COVID cya done. https://t.co/F6cxWMy3Jo,covid,neutral
0,0,0,0,Long Lines Form Outside San Mateo Event Center COVID-19 Vaccination Site https://t.co/8Iljspr9kr,vaccination,neutral
11,0,0,7,🇦🇹🚨 AUSTRIANS PROTEST INTO THE NIGHT AGAINST MANDATORY VACCINATION ⚡💥 https://t.co/HkLruCwqi4,vaccination,negative
2,0,0,0,"Psh. This is a whole lotta stuff I already knew and absolutely nothing in it changes my mind. Clapton is exactly who I thought he was. 
Next. https://t.co/f2K8xYH8wB",covid,neutral
0,0,0,0,"Amid Omicron Scare, US Makes Covid Test Report Mandatory For Passengers https://t.co/nrJwyzz83V",testing,neutral
0,0,0,0,"Yes,Vaccine-Sceptics can have some extremely dumb reason for not wanting Vaccines,but Nobody talks about Vaccine-Prophet/Evangelist,who have turned the science into the voice of god and are interpreting it anyhow it suits them?Read Ms Barbara in this chat, she's a 💉evangelist😂 https://t.co/Z9Mglnx5XQ",conspiracy theories,neutral
30,0,2,0,"Boosted on Friday, only just coming out the other side of it now. Definitely found this one tougher than the first two. But so so grateful to have it, and thankful to those who produced it (especially Dolly!) and staffed the vaccine centre. 

Also vaccine equality ASAP.",vaccination,positive
1,1,5,0,I had a Moderna booster on 30/11 (after i had had two doses of AZ in April and June) but my new COVID pass says 2/2 like if the 30/11 shot was the second dose . Any advice ? https://t.co/HJ5997bpRP,vaccination,neutral
0,0,0,2,"🇬🇧 Covid Pill To Be Rolled Out Before Christmas

▫First home treatment offered to vulnerable as omicron forces return of pre-flight tests
▫@edwardmalnick▫https://t.co/MOegVPzCmO 🇬🇧

#frontpagestoday #TheSundayTelegraph #SundayPapers #UK 🗞 https://t.co/9xtmsyNBme",testing,positive
0,0,0,0,"As someone whose first concert (and only so far cuz fuq covid) experience was W1, I AM HYPED! https://t.co/cXF0sG6HXm",restrictions,positive
1,0,0,1,"1/3 They would put a mask on, they have just been standing shoulder to shoulder with everyone without a mask on. Covid Clown World. I would assume that most of the people in there had a experimental injection twice, of course my ""friend"" had not.",restrictions,negative
0,0,0,0,Sen. Joe Manchin to vote with Republicans in effort to scrap Biden's business vaccine mandate https://t.co/vYjKgoiq7V,vaccination,neutral
0,0,1,0,"""SARS-CoV-2 has been an incidental finding in patients that were admitted..for another..reason”

This has been going on for 22 months now.  I don't trust the official covid stats...another reason is overcycled PCR tests... https://t.co/Pb4pr8KLpy",conspiracy theories,negative
0,0,3,0,"Anyone know where in London I can buy a covid LFT to take with me abroad, to satisfy new UK return requirements? Need to buy one today, ie not home delivery",testing,neutral
5,1,2,6,Lmaoo please and please. Your man used quadratic equations to link covid to the antichrist. Sit this one out 😭😭 https://t.co/ZAf2dGRH7S,conspiracy theories,positive
0,0,0,0,Dutch Catholic Bishops Cancel Christmas Midnight Masses Due to COVID-19 Pandemic Catholic bishops in the https://t.co/MMJNGzYIcv,restrictions,neutral
1,0,5,1,Asian-American says she was called 'Cadet COVID' while in police academy https://t.co/w4z5Lpa0gc,pandemic,negative
0,0,0,0,COVID-19: Met Police ‘considering’ complaints that Downing Street Christmas parties broke rules https://t.co/aMmKy4OKft,restrictions,negative
0,0,6,1,10 COVID cases identified on approaching cruise ship https://t.co/sDHGsoMpmq,covid,neutral
0,0,0,0,Will the omicron Covid variant wreck Christmas? https://t.co/rugEKseiYr via @Telegraph,covid,negative
0,0,0,0,Children offered secret rides to vaccination sites — RT World News https://t.co/KTEQbHwR26,vaccination,neutral
4,0,1,1,"Former President Donald Trump is reportedly 'furious' over a forthcoming book written by Mark Meadows, his former chief of staff, in which Meadows says Trump tested positive for Covid-19 on September 26 - three days before his first debate with Joe Biden. https://t.co/OdQX1byAJo",covid,negative
0,0,0,0,"Share...URGENT MESSAGE!
Do not Vaccinate the children! 
It will INCREASE NEW VARIANTS! WORLD RENOWNED VIROLOGIST &amp; VACCINE PROJECT MANAGER for Bill Melinda Gates foundation!
GEERT VANDEN BOSSCHE   Belgium is sounding the ALARM! STOP STOP!
https://t.co/YGpcnvsPF2 https://t.co/drkGiLSAz7",vaccination,negative
88,4,17,55,"South Africa investigates ""sharp increase"" in hospitalized children with COVID https://t.co/WTWXebbL3O",pandemic,neutral
17,0,1,6,Chinese mainland records 59 confirmed #COVID19 cases https://t.co/e8h2A7bonf,pandemic,neutral
0,0,0,0,New post: BioNTech CEO Ugur Sahin admits he has not taken the vaccine. https://t.co/7cmAjIO9Dr,vaccination,neutral
0,0,0,0,Two years of #COVID-19 How the virus changed the world - ⁦@axios⁩ #data  https://t.co/Q6rTR3Fkc6,pandemic,neutral
0,0,0,0,From “climate induced heart disease.” The vaccine is the Chinese communist party,vaccination,negative
0,0,1,0,THERES A THIRD DOSE FOR THE COVID VACCINE ???? THE SECOND ONE GOT ME CRAWLING ALL DAY WDYM THERES A 3RD ONE,vaccination,negative
2,0,0,1,Truckers warn vaccine mandate will lead to supply shortages https://t.co/mnLawjxlwb,vaccination,negative
5,1,2,0,so when can we start purchasing the rights to name a COVID variant like how you can buy/name a star for someone,covid,neutral
1,0,0,1,Daily US Confirmed Covid Cases by County For VA   2021-12-03:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/zZ2qwfpeMr,pandemic,neutral
0,0,0,0,Gujarat records third Covid death in 4 days https://t.co/YDJZvRikEY,covid,negative
2,0,0,1,"""The Japanese Ministry of Health will require Pfizer and Moderna to report the risk of myocarditis for their mRNA vaccine as ""serious side reactions"""" https://t.co/3F7q5HyuAC",vaccination,negative
0,0,0,1,"I’m Disappointed, Hurt and Humiliated: BBNaija’s Maria Detained in Ghana Over COVID 19 Laws, Nigerians React https://t.co/ylE19pJb5F",restrictions,negative
0,0,0,0,That's just the dead in Italy from the vaccine https://t.co/Wtql2O85hJ,vaccination,negative
6,2,0,2,"Leftist ideas always sound so curative to the media on paper…in practice though? Not so much!
“Advent Health will no longer require its staff to be vaccinated against COVID”. Who would have thought firing healthy healthcare staff, en mass was a good idea?
https://t.co/0fGEWJZHa9",vaccination,negative
0,0,0,0,"CNN: The US is averaging more than 100000 new Covid-19 cases a day, the highest level in two months.
https://t.co/6iPJFwZPe6",pandemic,neutral
0,0,0,0,"Good news for Christmas travellers ...

https://t.co/fE3m9ltr18",restrictions,positive
0,0,0,0,"Dec 5: Sabah Covid-19 and Active Cases Updates.
https://t.co/Wq9EuwOg7u
#COVID19 #MALAYSIA #SABAH #ACTIVECASES https://t.co/mN5WRmHbfi",pandemic,neutral
0,0,0,0,"As we worship the Father of Creation.
We might be done with COVID but COVID is not done with us.COVID kills everyone, it does not discriminate,it kills Democrats and Republicans. What are you doing to help Defeat this Pandemic,how many more Americans must perish, do your part. https://t.co/ODyHLvCPh2 https://t.co/rtyjX9wmOM",pandemic,negative
1,0,0,0,"These not vaccines as you said, you cannot make a vaccine for the flu, that is why they are already rolling out the boosters. It will be the same as a regular flu shot except nobody knows the long term adverse side effects, screw their poisonous shit, do not take one https://t.co/a905dIb8Sk",vaccination,negative
1,0,0,1,"Is the best strategy against omicron to keep boosting with the original vaccine? https://t.co/eMLOvulr29 

@NBCNews https://t.co/FeQyZVsSOo",vaccination,neutral
0,0,0,0,FASCIST GOVERNMENTS: WE WILL NOT STOP THE COVID SCAM UNTIL ALL SMALL BUSINESSES ARE WIPED OUT SO WE CAN RULE WITH THE CORPORATE GIANTS..... https://t.co/pZ6EtgostX,conspiracy theories,negative
0,2,0,0,It’s actually so easy to catch the people with fake vaccination cards sha.,restrictions,positive
0,0,0,0,"India#39;s New COVID-19 Vaccine Milestone: 50% eligible population fully vaccinated

See Our Past 100 Bagger Stocks at https://t.co/XlY5QonA3A",vaccination,positive
0,0,0,0,"But but.... They have our best interest ..... Oh forget it 
https://t.co/CsGqJYdxOP",pandemic,neutral
0,0,0,0,Life before Covid was fun 🤣 https://t.co/WTB0VzU2GM,pandemic,neutral
1,0,0,0,"Spent the night in the Hospital and wonderful care. Even with them being so busy with Covid patients, the other side got all the attention. Wonderful (not to be admitted) but that there is time for others. Thank you ten times over.",covid,positive
0,0,0,0,"Marjorie Taylor Greene Compares Covid-19 To Cancer, Here’s The Twittersphere Response
 https://t.co/d0uVbl89nD",covid,neutral
2,0,0,0,"I am SICK of having Covid now, just wanna feel normal again 🥲😢🥲",covid,negative
1,1,4,4,"Covid booster jabs: GPs to be paid between £15 to £30 per vaccine administered as roll-out ramps up.
 https://t.co/Q84VJygL4p",vaccination,neutral
0,0,0,0,Vaccine-rich Australia urged to donate more COVID-19 shots https://t.co/MhK8NzrMxd,vaccination,neutral
0,0,0,0,The Original Antigenic Sin: COVID-19 Vaccination and Sub-Optimal Initial Immune Priming Deranges the Antibody- Cytotoxic T cell Immune Response https://t.co/iUXENVqNiG,vaccination,neutral
0,0,0,0,U.S. COVID-19 rule for all international travelers takes effect Monday https://t.co/jMB3Hn3wn1,restrictions,neutral
0,0,0,0,"Vaccine Demand in the U.S. Rises as Omicron Fears Grow      

https://t.co/z1rdgr4kMn",vaccination,negative
0,0,1,0,That is what was predicted in 2018… more flexibility will drive a transformation in work culture. I believe people were not aware of their own needs which Covid has brought out to the surface. https://t.co/3pWMKSKz6A,pandemic,positive
0,0,0,0,https://t.co/0mMBxujGgy - Possible COVID-19 exposure at OHL game https://t.co/dTIWe83qDC,covid,neutral
2,0,1,1,"“The media treats Biden as bad, or Worse than Trump” Probably because he is. The “stolen” election(Shut Up about Russians!), the Vaccine, and even the Wall(Only this time, More people are blocked off). Blasted when Trump thought of them, but praised when Biden implemented them https://t.co/urDeK1IFha",vaccination,negative
4,0,1,0,"SOME POSITIVITY: we may be in last but- tough division + month and a half on the road + key injuries + team decimated from covid. tough mountain to climb, but we gotta fight. we have a gooood team when present #Isles",pandemic,positive
0,0,0,0,"(Daily Express):#Zookeepers dumbfounded after two hippos test positive for #Covid in bizarre world first : A ZOO in Belgium has reported two hippos have tested positive for coronavirus, in what is thought to be the first case .. #TrendsSpy https://t.co/FoAmLpFbQO https://t.co/hJEPvR3FPQ",covid,neutral
0,0,0,0,(Mail Online):#Thousands of #Britons face a postcode lottery to get Covid jabs : Health Secretary Sajid Javid has said it is 'absolutely crucial' for people to 'top up' their immunity before seeing loved ones over the festive .. #TrendsSpy https://t.co/qUiiqiJpLu https://t.co/6XwGOvPhCX,vaccination,neutral
0,0,0,0,A conversation with Pfizer Chairman and Chief Executive Officer Albert Bourla https://t.co/gj7FkyKdVI via @FacebookWatch,vaccination,neutral
0,0,0,0,I was able to just stop by the pharmacy in my local supermarket and grab the booster today! There’s no excuse for anyone not to do the same! They’ve made it as easy as possible for those of us who can utilize the vaccine!,vaccination,positive
3,0,1,0,"People: Get vaccinated!!!

Same people: OMG I must immediately tell Twitter that the vaccine “kicked the shit out of me” PLEASE RETWEET!!!

Stop scaring people. You had it right the first time.",vaccination,neutral
7,0,0,1,The people who saying the vaccinated isn't spreading covid. Fake news. But the chances of them ending up in the hospital. Very  low. Should've gotten your shot. 🤷‍♀️🤷‍♀️,vaccination,neutral
3,0,0,0,"Just watched the Violet Evergarden movie, the one that was delayed due to COVID.

All I have to say is...tell the people in your life that you love and cherish them. Always.",restrictions,neutral
0,0,0,1,"Any NZ in MN? We need the Haka @FairStateCoop to protest their religious, medical &amp; cultural discriminatory practices of authoritarian vaccine apartheid #Muslim #Christian #NativeAmerican #Haka https://t.co/IOvgjHkb8g",vaccination,negative
1,0,0,0,Covid From a Germaphobe’s Perspective - https://t.co/8lhWoN2zZE,covid,neutral
40,1,11,17,"The CDC's ""shielding approach"" is going to ""appear forced"", but totally won't be because their intention is not to coerce you.

It isn't forced, it just looks like it.
You aren't being coerced, it just feels like it.

source:
https://t.co/RLuiZ1p7ke https://t.co/VfkeTHHJWL",pandemic,neutral
6,0,3,1,"What is the average IQ of a SAn?

The views expressed by people regarding Covid on this App leaves a lot to be desired.

""It reduces hospitalisation and death"" 😂🤣🤣",covid,negative
0,0,0,0,#HBLegalAlert | Kentucky Court Blocks Federal Contractor Vaccine Mandate https://t.co/rS1y17P9Nr,vaccination,neutral
0,0,0,0,How is it that I can't book my annual check up at 364 days without being told it's too early but no one can notify me when it's 168 days since my last covid vaccine? I mean other than ford?,vaccination,negative
1,0,2,1,"This new variant of covid has come to ruin plans and things for people 

How do people that owns businesses abroad and in Nigeria cope ? God take the wheel at this point cox we are tired",covid,negative
1,0,0,0,"""Omicron variant of COVID-19: Two cases detected in Karnataka, Centre-states meet to review guidelines"" 
#OmicronVarient #Omicronindia https://t.co/vP51zgSOCu",covid,neutral
1,0,0,1,"Max=Death Penalty
The head of the Justice Center for Constitutional Freedoms (JCCF) says Canadian universities with COVID jab mandates are violating the Nuremberg Code by “punishing students who exercise their legal right to bodily autonomy.”",vaccination,negative
0,0,0,0,"The price of FB misinformation and conspiracies.
Pro-Trump counties now have far higher COVID death rates:

https://t.co/qdD6tDAzzp",conspiracy theories,negative
7,0,3,2,"The illegal, racist &amp; idiotic covid checkpoint in Northland will be at Ruakaka.",covid,negative
1,0,0,2,This!!! I was so motivated and driven before covid and now I struggle to do the bare minimum https://t.co/rR8Bo7834O,covid,negative
1,0,0,0,"Very irresponsible reporting by @chucktodd,  @MSNBCPR. Not fit to be Political Director. All Americans watched Trmp downplay Covid for his entire term, push fake remedies &amp; infect others! We saw Biden come in and improve things enormously w #AmericanRescuePlan w zero R votes! https://t.co/d3qX1xTq6H",pandemic,negative
432,2,7,93,Courts finally doing their 6th Circuit Court Rules Against Biden Administration in OSHA Vaccine Mandate Lawsuit https://t.co/EEDyCHCyad,vaccination,neutral
0,1,1,1,"Polio and the black plague were caused by insecticides and pollution respectively. https://t.co/elV8QhfpFz
More information is available to show that viruses that cause disease are injected into humans:  
AIDS &amp; SARS (COVID) https://t.co/OZl8xoM7Pg",conspiracy theories,negative
0,0,0,0,Can’t Let Politicians Control Us Through COVID https://t.co/GXgGmQGLR2,pandemic,negative
1,1,0,1,CANCELLED: Regretfully Carols on the Green has had to be cancelled due to issues raised during Covid risk assessments.  We hope to resume in 2022. #SE6 https://t.co/aeR9adCstP,pandemic,negative
0,0,0,0,Marjorie Taylor Greene criticized COVID-19 restrictions saying 'not a single school has closed be... https://t.co/OZJ6BCS61G via @YahooNews easy response IDIOT talking IGNORE,restrictions,negative
0,0,0,0,The power of Russian Military faces severe numbers with COVID deaths as well as a lot of tanks suffers shortage of diesel as well as ammunition is nit in place in Russia. The situation is similar to Kursk submarine that sank due to NATO  atomic submarine. https://t.co/UwcuxagPlP,pandemic,negative
0,0,0,0,"Joe Manchin Joins Republicans, Will Fight Against Vaccine Mandates - Conservative Brief https://t.co/cbC1p0T5Xa",restrictions,neutral
0,0,0,0,COVID outbreak on cruise ship approaching New Orleans #outbreak #norwegianbreakaway #neworleans #norwegiancruiseline https://t.co/7g1Si2J9pi,pandemic,neutral
0,0,0,0,History of the Plague: An Ancient Pandemic for the Age of COVID-19 https://t.co/JeJa5g5CtJ #endemic #endemicity #COVID19,pandemic,neutral
1,0,1,1,"#Coronavirus digest: German vaccine body says omicron jab update will take 'months' https://t.co/dHHcj4humP Vaccines are reaction to mutations--so, always behind the COVID curve.  Obvious.  Mask up &amp; distance! @mariecountryman @drjillstein",covid,negative
1435,12,73,269,"Hard to have sympathy for the Vintners Association complaining about new restrictions since they embraced the discriminatory ""vaccine pass"" with open arms and were prepared to turn away many customers in doing so. Had they displayed more principle maybe we could support them now.",restrictions,negative
2,0,0,0,"Great! COVID-19 is now an African Virus. Just when we thought we're past racism, it is rebranded.

BTW some European countries have more of the omicron variant than most African countries on the red list. https://t.co/nJpWipeMOW",covid,negative
0,0,0,0,"J&amp;K Reports 2 Deaths, 161 Fresh Covid-19 Cases https://t.co/oX7996Oa1A",pandemic,neutral
0,0,0,0,"COVID-19: India administers over 1 crore vaccine doses in one day
https://t.co/olcgDaC9YP

via NaMo App https://t.co/eGIuVkZ83W",vaccination,neutral
9,0,0,0,"Delhi reports 63 Covid cases, positivity rate up marginally to 0.11% https://t.co/AnoqM1WHSP",pandemic,positive
1,0,0,0,"Made it but won't take it.

Them and us. #PfizerExposed #pfizer #scamdemic #COVID19 #Omicron https://t.co/8GWpigas7m",conspiracy theories,negative
106,9,5,50,"In the fortnight up to last Christmas there were 7,906 people with Covid-19, 351 of whom were hospitalised and 12 admitted to ICU.

This fortnight there are 19,518 CHILDREN under 18 with Covid-19 (all isolating), 50 of whom have been hospitalised and 2-3 admitted to ICU. https://t.co/4Xk5nTccvO",pandemic,neutral
3,0,0,2,"For those waiting for a vaccine that protects you 100%-there is no such vaccine. 96% is one of the highest- higher than flu.Yes,you can still COVID after vaccinations but your odds of being in hospital/dying are less than 1%. If have low immunity system-like cancer-still at risk",vaccination,positive
0,0,0,0,"South Dakota 🏴 COVID-19 current stats for Sun Dec 05 2021

Cases: 168,271
Deaths: 2,357
Recovered: 158,342
Active: 7,572
Tests: 1,726,609
Doses: 1,173,657

#covid_south_dakota
https://t.co/9yR5ErLtOR https://t.co/h0APUwobjE",pandemic,neutral
0,0,0,0,"Omicron Covid variant may have picked up a piece of the common-cold virus.  Possible recombinant with Hu 229….

https://t.co/qhk92986lv",covid,neutral
0,0,0,0,I have a bad cough and it’s not covid…,covid,neutral
0,0,0,0,Caught Covid and y’all dropped yo mama off for me to take care of her instead of giving me the help while I’m sick af…. Bitches talking about I’m acting like that cause they buying a house like that got shit to do with me punk ass bitch,covid,negative
12,0,2,10,"Thousands take to the streets in Belgium, the Netherlands, Italy, Austria, Luxembourg and Germany in weekend of Covid demos https://t.co/bguIp82MAP",pandemic,neutral
1,0,0,0,"Societal Benefits of Vaccine Refusal | by Michael Burg, MD (AKA Medium Michael Burg) | The Bad Influence | Dec, 2021 | Medium https://t.co/p8FyrO4pQz",vaccination,neutral
0,0,0,0,"Amman Municipality tightens Covid precautions
https://t.co/EVyJ8sy7Nv https://t.co/M8LaP1eaZi",restrictions,neutral
0,0,0,0,"Sounds a great idea but how does this work with the boat loads of migrants flooding across the channel 
BBC News - Covid travel test changes a 'hammer blow' to industry
https://t.co/MKM0FjZynv",testing,negative
0,0,0,0,International arrivals to UK will need to take pre-departure Covid test https://t.co/cenvAsl390,testing,neutral
1,0,1,0,"Zim new cases 4 Dec 1082👍🏾from 1062 of 3rd by20
Tests 7099👍🏾from 6097by 1002+rate 15.2%👎🏽from17.6%
Deaths 1👍🏾from 0 by1
Active cases4958👍🏾3886 by1070
Vaccinated 1st 3865287👍🏾from 3844393 by20894
2nd 2876058👍🏾from 2864851by 11205
Total=42099👎🏽from27983 Prevention&amp;Vaccination✍🇿🇼👌🏽 https://t.co/gDALScqdB2 https://t.co/Uc1Wedz3z3",pandemic,neutral
3,0,0,0,"Upcoming girl group, KEP1ER will be postponing their debut activities as a preemptive measure after one of their staffs was diagnosed with COVID-19.

KEP1ER's debut activities were supposed to start on December 14 this year.

Read more here
https://t.co/Q2ASRQ95UV https://t.co/zijH5rHYBR",restrictions,neutral
75,2,7,20,"Why does covid still exist? Why do we have a new variant? Because we are letting capitalism undersupply vaccines to extort profits. It’s fucking unconscionable, disgusting, adding tragedy to disaster.",conspiracy theories,negative
4,0,1,5,"Wish I could do a thread of all the ""conspiracy theory"" that proved true this year.

People have been ignoring but a lirru covid tyranny pointed in the right direction has them in shock. 🤣🤣🤣",conspiracy theories,positive
0,0,0,0,"rt: keloland: Researchers found people were drinking more during the COVID-19 pandemic than before. Despite Americans apparently being a part of that trend, based on the increase in alcohol sales nationwide, a recent survey found the drunkest country isn… https://t.co/aMb4AAsEY6",pandemic,neutral
0,0,0,0,The vaccine gold rush and the damning ivermectin tape https://t.co/s1oj2lUwiA przez @theconwom,vaccination,neutral
17,0,1,0,My antibodies @ the COVID vaccine booster: shitting crying throwing up!!!!!,vaccination,negative
0,0,0,0,"Director of Health Dr Bijay Kumar Mohapatra today said that COVID-19 situation in Odisha is better than that of the country. 
#odisha #odishanews #ommcomnews
https://t.co/JmwC8X5JTu",pandemic,positive
341,3,7,41,"Idk who needs to hear this but the powers that be really haven’t got together to invent a new covid variant so they can control your life. Especially considering the most interesting things u do involve going the Asda, getting pissed, shagging ur ex &amp; going your nans on a Sunday",covid,neutral
1,0,0,0,So they are making Covid-19 an African issue right in front of us.. Crazy,pandemic,negative
2,0,0,0,We do not need more cancer in this world. Stop all vaccination NOW!!!! https://t.co/KAaA6Nlitc,conspiracy theories,negative
3,0,0,0,Now they are rebranding covid to omicron and labelling it as a South African Virus 😒 https://t.co/qexWNvsHfZ,pandemic,negative
0,0,0,0,comic con? isn’t that the new covid strain ?,covid,neutral
0,0,0,0,"""More than 40,000 march in Vienna against Austria’s strict coronavirus measures."" by BY ISABELLA GRULLÓN PAZ via NYT New York Times https://t.co/TbNLeUZiut",restrictions,neutral
2,0,1,0,oh no is it covid,covid,negative
0,0,0,0,"""One patient’s painstaking path through long Covid therapy."" by BY PAM BELLUCK via NYT New York Times https://t.co/09rklIKMFi",covid,negative
1,0,0,0,"When Asians were picked on for ""starting"" covid the world rallied behind them to stop anti-Asian sentiments. Look how theyre treating black people now. This banana boat /Sambo covid drawing is appauling to say the least. https://t.co/8sDwKAEsu5",pandemic,negative
0,0,0,0,CNBC: Food is getting more expensive in the U.S. — and it’s not just due to Covid. Watch the full video from @MorabitoCM here: https://t.co/Df2ogp4Y5Q https://t.co/tWKpVJAEMA,pandemic,negative
0,0,0,0,"Cruise ship with COVID-19 infections arrives in New Orleans

https://t.co/ay0MWunBAb",covid,neutral
0,0,0,0,"The @WSJ is just a right-wing rag.

Biden requests people follow COVID safety and foolish @GOP governors issue executive orders to ignore them.

Those who have made personal choices to not get vaxxed...are dying off day by day, mostly in red states.
https://t.co/uOdtZPe1Vy",vaccination,negative
0,0,0,0,"Six states (Hawaii, Illinois, Nevada, New Mexico, Oregon, and Washington) still require most people to wear face masks at indoor public places regardless of #vaccination status.

Oregon is taking it to another level - indefinite #maskmandates. #DoNotComply https://t.co/GVzZmxCZGB",restrictions,negative
71,0,3,8,How is it possible that passengers on domestic flights do not have to show proof of vaccination??,restrictions,negative
15,2,1,7,Germany plans to make vaccination compulsory for some jobs https://t.co/MYpHbaYYHw https://t.co/3EwZQvvwWv,vaccination,neutral
0,0,0,0,Testing for COVID should go on until further notice at Airports. https://t.co/bn09V2lJPT,testing,neutral
0,0,1,0,"SHE WAS TAUGHT IN SCHOOL THAT THE EARTH WAS FLAT - SHE WAS BORN IN 1902 
""They"", our evil world leaders are terrified ...if people wake up to flat Earth, and our creator, they would also soon wake up to the covid hoax and all it entails!!!
https://t.co/fp0ESADGEU via @BitChute https://t.co/7Y2XuuCPUZ",conspiracy theories,negative
16,0,14,8,"Doctors urge people to get COVID-19 vaccines, boosters with omicron confirmed in Mass. https://t.co/DLkMvlBZAs",vaccination,neutral
4,0,1,2,"Two COVID-19 referral hospitals in Metro Manila said on Sunday that they are prepared for the possibility of a surge in infections due to the emergence of the more contagious Omicron variant.

Read it here: https://t.co/eqQK2uA3wy https://t.co/J8KtF3rLNM",COVID,neutral
5,0,2,0,Statistics are now showing that the epidemiological relevance of the COVID-19-vaccinated population is increasing yet you have chosen to deliberately divide the people in New Zealand 1/2 https://t.co/H6mN5rvG1Z via @TheBFD_nz,vaccination,negative
1,0,0,0,"LATEST UPDATE on UAE COVID-19 as of 5 Dec 2021
NEW CASES: 50
TOTAL NUMBER OF CASES: 742,328
NO OF RECOVERED CASES: 737,330 (New: 75) 
NO OF FATALITIES: 2,148 (New: 0) 
Source: Ministry of Health and Prevention (MOHAP UAE)
#BantayCOVID19  #CoViD19UAE
@ABSCBNNews @TFCNewsNow https://t.co/pc4lsEwJS1",pandemic,neutral
0,0,0,0,"First oral antiviral for COVID-19, Lagevrio (molnupiravir), approved by MHRA https://t.co/jnLMewE0Jv  Very similar to TAMIFLU that  CHINA successfully treated COHOR s of patients with.",covid,positive
0,0,0,0,"...
None #Provax specialist ever said you couldn't catch covid but mostly in better conditions.
Only limited brain #antivax say it. https://t.co/P0xySj8JQK",vaccination,negative
0,0,0,0,"IJERPH, Vol. 18, Pages 12819: Social Distancing, Physical Activity, and COVID-19: Implications for Type 1 Diabetes Mellitus in Brazil https://t.co/mJxxH63LK8",restrictions,neutral
1,0,1,0,wow covid case in our class and school is closed AGAIN i just wanna do my exams and pass this year 😭,covid,negative
2,0,0,1,"Covid 19 the biggest scam of the century ,what Interests me is those with pseudo educational qualifications doing PR for vaccines, something they can't understand Except for copy &amp; paste . I am a medical Dr ,vaccines mutate bla bla bla . 
Always vibes over impact",conspiracy theories,negative
0,0,0,0,"The re-brand of COVID-19 as an African issue is happening in front of our eyes.

This is the political side of Covid that we are ignoring. https://t.co/pOXCGkMzg2",conspiracy theories,negative
1,0,0,0,This is my sort of post-Covid entertainment. Would love to have been there https://t.co/oPLQ82Rek2,COVID,positive
0,0,0,0,South Africans urged to remain calm amid rising COVID-19 cases. https://t.co/kXI3MzRJOC via @BowThemes,pandemic,negative
0,0,0,0,Proudly sponsored by Pfizer/Gates 👇  💰💰 https://t.co/RqqzHXdRvx,vaccination,negative
1,0,0,0,"Does the COVID-19 virus, or the vaccine, mess with the menstrual cycle? Or can the affects women have been reporting be chalked up to increased stress levels? Here's what the experts say. https://t.co/ressvIX5uL",vaccination,negative
1,1,1,1,"Over 100,000 psychiatric disorders like hallucination &amp; suicide reported after COVID vaccination.

Hallucinations, anxiety, sleep disorders, psychosis, and suicide are some of the several psychiatric disorders following COVID shots reported.

https://t.co/I5oDSyvzO0 https://t.co/yu7IXZdPfv",vaccination,negative
126,0,8,1,"""I didn't realize this CDC Covid-19 vaccination card was important!""
Good grief man..We are in the middle of a global pandemic and that's your proof of vaccination against it...seems to me that would be sort of important!!
#pintobeans
#goodgrief
#TwitteRx",restrictions,negative
0,0,0,0,Just in time for the end of authorisation of PCR test  at end of Dec 😂 https://t.co/6iDlTuGlPJ,testing,negative
0,0,0,0,"COVID-19: India administers over 1 crore vaccine doses in one day
https://t.co/MaHtQLf7I1 via NaMo App https://t.co/U5oXSh5shW",vaccination,neutral
1,0,0,0,"I like this review of medical advances so far and how 2022 will look re Covid.
- Possible annual Covid shots, like our flu shots?
- Global use of vaccine passes as ID and boarding pass
- NZ gets shout out for health workers mandate (4:19)

https://t.co/3VQ9wAaK5M",pandemic,positive
0,0,0,0,"Dan, you need to be careful!!!

https://t.co/ehoHjJklT7

@LeBatardShow @RonMagill",pandemic,neutral
